#NMR probe 1
#Time, Reading
0.000348,59996.46462304344
0.000349,59985.56296745761
0.00035,59936.5967084463
0.000351,59978.38621694444
0.000352,60007.9612608592
0.000353,59993.92240335423
0.000354,60046.18539366982
0.000355,60058.59334226383
0.000356,59966.095330155025
0.000357,60020.694913409396
0.000358,59973.602873005366
0.000359,60035.94986833556
0.00036,59978.46061188426
0.000361,60009.460709746694
0.000362,60029.16566758926
0.000363,59985.99104436831
0.000364,60014.577780252155
0.000365,59975.680730069646
0.000366,60013.59188107941
0.000367,59952.239451929556
0.000368,59970.77371675612
0.000369,59994.02281383604
0.00037,59960.07852277459
0.000371,59992.68717767616
0.000372,59988.08361582721
0.000373,60051.06569474957
0.000374,59981.350720785595
0.000375,59997.12977861501
0.000376,60010.05305216122
0.000377,59950.80501985644
0.000378,59996.41695489942
0.000379,59960.353583148724
0.00038,59996.16690628641
0.000381,59946.80008902058
0.000382,59977.086948354205
0.000383,60047.500587809074
0.000384,60034.79781188553
0.000385,59977.386853788135
0.000386,59980.31650310996
0.000387,59965.357549713604
0.000388,59998.619480578716
0.000389,60029.98862653479
0.00039,59996.71937884898
0.000391,59994.97872260572
0.000392,59993.10928752782
0.000393,59973.50122661687
0.000394,60033.2427136965
0.000395,60005.433274843206
0.000396,59999.8639841836
0.000397,59956.66524766653
0.000398,59968.52740272819
0.000399,60001.53184284852
0.0004,60765.55330428784
0.000401,64130.59167754668
0.000402,67139.93640753228
0.000403,69406.39153762831
0.000404,70795.83301811467
0.000405,71092.02633343462
0.000406,70306.13735867984
0.000407,68495.75596327799
0.000408,65913.9196031543
0.000409,62706.152666760005
0.00041,59226.66267126392
0.000411,55867.99102564772
0.000412,52865.16462922402
0.000413,50592.52046311444
0.000414,49231.34144269575
0.000415,48886.447656223085
0.000416,49686.03749203082
0.000417,51527.07982577532
0.000418,54136.99648842617
0.000419,57295.5454601443
0.00042,60817.45367415908
0.000421,64110.378234925316
0.000422,67144.94461292042
0.000423,69472.44054983347
0.000424,70810.36064803989
0.000425,71046.6184063842
0.000426,70319.48941026776
0.000427,68560.86038314109
0.000428,65927.07899732211
0.000429,62666.36540996386
0.00043,59195.58015075532
0.000431,55858.561249451326
0.000432,52793.69612770421
0.000433,50579.67434797097
0.000434,49159.65330252916
0.000435,48860.08235605892
0.000436,49666.96856072721
0.000437,51508.87680625835
0.000438,54124.005200990876
0.000439,57330.90056490994
0.00044,60797.92330122528
0.000441,64253.8019862415
0.000442,67183.60719911629
0.000443,69516.30987602033
0.000444,70782.20889522639
0.000445,71080.34024873831
0.000446,70288.99216357473
0.000447,68485.03745590156
0.000448,65827.5520672462
0.000449,62642.93095544789
0.00045,59169.75971712431
0.000451,55745.15504368917
0.000452,52826.225151449515
0.000453,50526.53307084571
0.000454,49200.16152027258
0.000455,48957.3195095794
0.000456,49738.762199930905
0.000457,51490.39503643831
0.000458,54132.49860173411
0.000459,57376.535693402744
0.00046,60913.32700859892
0.000461,64243.37634139382
0.000462,67247.21853708713
0.000463,69418.73607358747
0.000464,70776.54514517752
0.000465,71045.13679398072
0.000466,70203.63553060043
0.000467,68450.677735249
0.000468,65781.00118005107
0.000469,62610.75631689063
0.00047,59095.837425128586
0.000471,55803.3282787118
0.000472,52830.237753996014
0.000473,50506.14369806816
0.000474,49181.844796309
0.000475,48958.778631874375
0.000476,49777.569509065666
0.000477,51560.54353153804
0.000478,54227.01284238697
0.000479,57380.457573764
0.00048,60905.37207890377
0.000481,64258.18515596025
0.000482,67173.74989805679
0.000483,69458.46197051636
0.000484,70840.64241790657
0.000485,71075.15225353432
0.000486,70174.78429081084
0.000487,68404.6284280347
0.000488,65790.78700768738
0.000489,62568.226635997904
0.00049,59122.21167676992
0.000491,55753.935138626744
0.000492,52815.446948366305
0.000493,50550.42901294091
0.000494,49203.39631697512
0.000495,48929.28316411766
0.000496,49841.562212778284
0.000497,51638.034166961064
0.000498,54249.47157151507
0.000499,57458.2083077062
0.0005,60929.829687023856
0.000501,64321.817726649184
0.000502,67153.13749568355
0.000503,69416.0604491642
0.000504,70770.8456625879
0.000505,71030.2850707929
0.000506,70166.55398671808
0.000507,68332.80863543056
0.000508,65743.44299817349
0.000509,62504.63928754683
0.00051,59073.283974882055
0.000511,55655.85124715542
0.000512,52795.12479927714
0.000513,50521.19571710493
0.000514,49315.16416966266
0.000515,48983.39520695392
0.000516,49830.11517949098
0.000517,51684.39688709447
0.000518,54309.386871985414
0.000519,57515.533938770175
0.00052,60976.20526833326
0.000521,64282.16572724801
0.000522,67175.43505180441
0.000523,69422.95583754405
0.000524,70790.05649206464
0.000525,70946.04769882387
0.000526,70146.08700034603
0.000527,68343.19107892274
0.000528,65662.15252653488
0.000529,62484.963258549295
0.00053,59138.4503485154
0.000531,55638.35819056893
0.000532,52699.49709008536
0.000533,50607.638931991394
0.000534,49315.162000087956
0.000535,49078.10101162225
0.000536,49838.521575574356
0.000537,51735.42488160364
0.000538,54397.086382721565
0.000539,57528.782545529444
0.00054,60955.549988929124
0.000541,64280.31360092275
0.000542,67174.99342449322
0.000543,69458.84306976314
0.000544,70706.75850747494
0.000545,70951.55462209835
0.000546,70100.75760604593
0.000547,68260.85805061384
0.000548,65664.42085361492
0.000549,62420.244834395206
0.00055,59013.546269426224
0.000551,55679.1163628566
0.000552,52782.71452408712
0.000553,50553.65341503598
0.000554,49308.90883575573
0.000555,49142.26121495605
0.000556,49901.265683231584
0.000557,51752.73857698648
0.000558,54407.26970455062
0.000559,57579.058866814186
0.00056,60986.20335179115
0.000561,64370.40661183248
0.000562,67221.43711817653
0.000563,69434.39768934784
0.000564,70708.61232131693
0.000565,70874.9167350781
0.000566,69973.9675631818
0.000567,68241.81360987514
0.000568,65550.24527435204
0.000569,62379.18540644261
0.00057,58983.40375566843
0.000571,55701.466892229575
0.000572,52767.069527253654
0.000573,50612.435957589456
0.000574,49357.26125995956
0.000575,49167.422708140446
0.000576,49959.099910408884
0.000577,51847.94892588267
0.000578,54467.618884236355
0.000579,57639.221187101735
0.00058,61040.831262198546
0.000581,64350.0697540823
0.000582,67232.95378035077
0.000583,69432.69361283066
0.000584,70658.17187148055
0.000585,70793.34123068245
0.000586,69955.5850563295
0.000587,68152.96077548596
0.000588,65518.44134067604
0.000589,62361.02479953207
0.00059,58981.11174339861
0.000591,55679.43336632574
0.000592,52791.381770794134
0.000593,50617.64368928963
0.000594,49375.83644298111
0.000595,49206.776916446426
0.000596,50011.33354178952
0.000597,51827.04130840915
0.000598,54475.47894983037
0.000599,57607.84224783057
0.0006,61083.144943287916
0.000601,64356.21035802113
0.000602,67199.93386016772
0.000603,69398.46987292788
0.000604,70665.89430143472
0.000605,70797.14187280113
0.000606,69959.65852236294
0.000607,68073.06162002152
0.000608,65502.520122398186
0.000609,62353.128848402026
0.00061,58897.79137010011
0.000611,55642.96483808095
0.000612,52749.399171724304
0.000613,50627.66282232746
0.000614,49433.11897247099
0.000615,49276.686798908995
0.000616,50113.23352496905
0.000617,51895.37494726178
0.000618,54519.147315747025
0.000619,57714.91914259839
0.00062,61193.836766619796
0.000621,64405.3123210191
0.000622,67223.88962153083
0.000623,69389.44464066422
0.000624,70586.04884187819
0.000625,70740.01542776474
0.000626,69840.90151958921
0.000627,68010.51518647137
0.000628,65429.752294598766
0.000629,62244.094110751685
0.00063,58911.430574720674
0.000631,55655.86219359041
0.000632,52824.30129309866
0.000633,50705.244806037765
0.000634,49455.07867411653
0.000635,49298.27288518437
0.000636,50178.352374709124
0.000637,52065.68518965827
0.000638,54681.98102386466
0.000639,57808.50001407031
0.00064,61120.55660086315
0.000641,64361.56695125496
0.000642,67209.76206182847
0.000643,69250.44143024055
0.000644,70458.81337754896
0.000645,70685.6789675469
0.000646,69798.12708883072
0.000647,67908.17382076643
0.000648,65332.562521073625
0.000649,62173.351319439345
0.00065,58871.04032776588
0.000651,55599.45992256707
0.000652,52819.10631572766
0.000653,50683.42140310675
0.000654,49516.17219190329
0.000655,49379.53482306565
0.000656,50279.36766853894
0.000657,52102.41685649894
0.000658,54719.95212992146
0.000659,57801.7772893823
0.00066,61190.91150360754
0.000661,64372.12426785884
0.000662,67137.17643664104
0.000663,69279.77254450515
0.000664,70430.23421291036
0.000665,70592.81493786027
0.000666,69711.74398173176
0.000667,67860.1080082142
0.000668,65262.49254978138
0.000669,62104.117219068314
0.00067,58848.14193007662
0.000671,55601.09433939746
0.000672,52811.105631382154
0.000673,50784.544911835525
0.000674,49579.31719187933
0.000675,49441.92313959998
0.000676,50318.81890285532
0.000677,52118.2279097094
0.000678,54768.92441436136
0.000679,57886.26307854322
0.00068,61150.81005382815
0.000681,64378.934888164826
0.000682,67155.22268034976
0.000683,69229.19607876369
0.000684,70407.19897210962
0.000685,70498.56247946314
0.000686,69609.7797216322
0.000687,67828.18445517827
0.000688,65225.352760695765
0.000689,62103.52390879025
0.00069,58828.28276080857
0.000691,55632.451426478176
0.000692,52893.34467041015
0.000693,50865.20477554419
0.000694,49667.54095859651
0.000695,49537.56417795182
0.000696,50389.35036312116
0.000697,52311.0789445288
0.000698,54814.44539572537
0.000699,57871.85057671985
0.0007,61240.45195421789
0.000701,64382.02340957956
0.000702,67147.34762690731
0.000703,69139.42695638337
0.000704,70280.75112309314
0.000705,70421.79269911122
0.000706,69624.08329419621
0.000707,67735.77757813624
0.000708,65088.19663881951
0.000709,62026.1647755187
0.00071,58765.3659751412
0.000711,55635.21123053986
0.000712,52904.0221888337
0.000713,50830.54438714225
0.000714,49710.13750194137
0.000715,49662.21116370661
0.000716,50536.20599168127
0.000717,52356.08591837625
0.000718,54888.289059976465
0.000719,57964.71163220667
0.00072,61219.614175251816
0.000721,64337.7873427515
0.000722,67092.17584973437
0.000723,69056.2715821065
0.000724,70215.24978289653
0.000725,70303.97128122495
0.000726,69436.20544990138
0.000727,67598.56150707543
0.000728,65049.03535804638
0.000729,61979.94831959569
0.00073,58752.16972415145
0.000731,55656.6216925779
0.000732,52991.71755687409
0.000733,50891.06456739168
0.000734,49852.70331628252
0.000735,49678.0583488038
0.000736,50631.30930179929
0.000737,52436.60147313127
0.000738,55029.632776750565
0.000739,58064.560495182144
0.00074,61268.85668021737
0.000741,64396.384560983744
0.000742,67085.1498371805
0.000743,69049.87982696066
0.000744,70120.03095561845
0.000745,70278.02022709214
0.000746,69366.39333007114
0.000747,67549.69879197564
0.000748,64972.19294862297
0.000749,61901.3319512645
0.00075,58734.89740080052
0.000751,55593.54826387301
0.000752,52977.35511111449
0.000753,50969.18361612053
0.000754,49856.849477998316
0.000755,49827.681154571736
0.000756,50703.11459410473
0.000757,52542.693786749565
0.000758,54997.90942232447
0.000759,58038.512971446864
0.00076,61320.06907323919
0.000761,64310.3099334628
0.000762,67059.76842562936
0.000763,68971.92495451253
0.000764,70073.12253622522
0.000765,70107.74903547447
0.000766,69259.80392768847
0.000767,67435.78252535292
0.000768,64917.24490243966
0.000769,61964.165714920215
0.00077,58673.72373952916
0.000771,55659.55146003369
0.000772,53024.115976076
0.000773,51030.91481104347
0.000774,49973.41873218493
0.000775,49942.44614980883
0.000776,50818.36484701764
0.000777,52598.86932189321
0.000778,55159.979615373086
0.000779,58125.04271331864
0.00078,61264.460678382624
0.000781,64346.57800304738
0.000782,66982.58697525255
0.000783,68918.81237238907
0.000784,69903.99626572235
0.000785,70059.63067172322
0.000786,69114.48738103625
0.000787,67348.18899734505
0.000788,64808.82853550002
0.000789,61846.29479687376
0.00079,58628.63037793511
0.000791,55690.5978066636
0.000792,53056.466390494475
0.000793,51091.47610425019
0.000794,50096.08835840134
0.000795,50014.52855150269
0.000796,50916.834721570514
0.000797,52702.966947772526
0.000798,55191.77087233925
0.000799,58208.49648767398
0.0008,61335.445725477526
0.000801,64279.99313775409
0.000802,66990.57474046266
0.000803,68859.73369306985
0.000804,69859.20875885198
0.000805,69920.11623381749
0.000806,69024.4207840992
0.000807,67277.96605392045
0.000808,64786.84994892847
0.000809,61811.491288736535
0.00081,58675.86403571956
0.000811,55668.28333897442
0.000812,53091.37342047454
0.000813,51154.742809059164
0.000814,50217.149680067174
0.000815,50069.1838924554
0.000816,50982.12740530766
0.000817,52766.024367250946
0.000818,55259.789639881135
0.000819,58237.86137163112
0.00082,61385.548983913264
0.000821,64366.2973755225
0.000822,66885.62202264418
0.000823,68734.56057750649
0.000824,69766.41952303254
0.000825,69748.3680629886
0.000826,68927.33672434755
0.000827,67177.82127557264
0.000828,64638.25015342469
0.000829,61754.094051584834
0.00083,58619.90344260618
0.000831,55693.21885486225
0.000832,53189.959975990685
0.000833,51324.024270117705
0.000834,50275.104137508504
0.000835,50165.926873137076
0.000836,51223.82851221254
0.000837,52903.47880420319
0.000838,55401.09015343559
0.000839,58269.652587108896
0.00084,61404.836539440366
0.000841,64298.77054419606
0.000842,66857.99321416538
0.000843,68665.16790645909
0.000844,69654.00527774011
0.000845,69700.59605993978
0.000846,68838.46059518722
0.000847,67079.3750055482
0.000848,64572.493565436336
0.000849,61634.642461597534
0.00085,58580.31164371366
0.000851,55697.469584673
0.000852,53261.845147574015
0.000853,51316.60930793708
0.000854,50381.84580941222
0.000855,50370.30492172625
0.000856,51240.403711889085
0.000857,53053.35645652424
0.000858,55442.68972684239
0.000859,58375.338930464946
0.00086,61430.72603011016
0.000861,64274.04600018879
0.000862,66719.65603059495
0.000863,68571.16925917481
0.000864,69558.3144395639
0.000865,69621.16197941413
0.000866,68658.06749492719
0.000867,66945.20062840774
0.000868,64539.219147242075
0.000869,61640.039701293565
0.00087,58601.86653513489
0.000871,55754.25171251604
0.000872,53270.45051938494
0.000873,51491.12167638911
0.000874,50486.77229602675
0.000875,50464.683675623375
0.000876,51369.533430480136
0.000877,53121.20737923787
0.000878,55522.01953375536
0.000879,58390.66566823398
0.00088,61375.288270066434
0.000881,64249.454754217746
0.000882,66641.96704783526
0.000883,68529.46843196987
0.000884,69391.54946817887
0.000885,69461.46523915841
0.000886,68597.62598519618
0.000887,66863.41858279037
0.000888,64419.18086330879
0.000889,61620.374861640885
0.00089,58606.71058217345
0.000891,55746.44292704543
0.000892,53314.94433062435
0.000893,51629.949833530634
0.000894,50608.043533526274
0.000895,50606.669033151324
0.000896,51527.30998524402
0.000897,53226.06407953283
0.000898,55545.31575881549
0.000899,58432.52361670894
0.0009,61394.03222940399
0.000901,64169.355024259654
0.000902,66677.79417324717
0.000903,68380.06702559743
0.000904,69376.62492581282
0.000905,69354.67931731815
0.000906,68415.14929614827
0.000907,66692.2262791651
0.000908,64347.54388812973
0.000909,61551.82724007253
0.00091,58635.45529205884
0.000911,55767.67613698009
0.000912,53385.85794084588
0.000913,51654.40582383805
0.000914,50707.131467145824
0.000915,50715.05460360387
0.000916,51600.24642371409
0.000917,53316.81328416873
0.000918,55728.84656822521
0.000919,58477.770295834365
0.00092,61407.76631312516
0.000921,64196.60477620416
0.000922,66519.25726760921
0.000923,68306.80003467797
0.000924,69221.13777678294
0.000925,69217.21143733514
0.000926,68336.66827383726
0.000927,66581.33550373078
0.000928,64291.97993775724
0.000929,61464.26335719928
0.00093,58587.81352148104
0.000931,55817.932320312175
0.000932,53474.21226464011
0.000933,51800.32480744952
0.000934,50888.57424727465
0.000935,50806.58760120418
0.000936,51811.39886656278
0.000937,53407.5466773323
0.000938,55794.35880474409
0.000939,58510.67929376148
0.00094,61423.30006732271
0.000941,64196.07663737215
0.000942,66472.68853541763
0.000943,68212.56110687664
0.000944,69061.58378839066
0.000945,69043.24620573847
0.000946,68174.47683632588
0.000947,66494.59333394081
0.000948,64224.72942078448
0.000949,61455.83635113618
0.00095,58533.148417518896
0.000951,55880.08802804812
0.000952,53548.22911256867
0.000953,51852.076423230836
0.000954,50990.31047779458
0.000955,50959.17400963973
0.000956,51876.966673071154
0.000957,53587.718349895535
0.000958,55891.52629958341
0.000959,58569.717481284424
0.00096,61403.56004549908
0.000961,64165.79170219335
0.000962,66362.4623983601
0.000963,68154.46078918887
0.000964,68953.93595355794
0.000965,68996.74470048008
0.000966,68087.73463125856
0.000967,66341.28308618654
0.000968,64113.8144581691
0.000969,61392.3499457154
0.00097,58610.339151330096
0.000971,55837.44269523895
0.000972,53639.16029642406
0.000973,52024.39712500739
0.000974,51051.39704318428
0.000975,51141.93395125023
0.000976,52001.08571177797
0.000977,53674.147589282
0.000978,55960.84293931165
0.000979,58627.8603637012
0.00098,61453.46229549347
0.000981,64079.485972982664
0.000982,66351.30833740522
0.000983,68010.23027553756
0.000984,68820.68466633331
0.000985,68769.16417369383
0.000986,67915.84550139967
0.000987,66262.16423983457
0.000988,64008.74119498307
0.000989,61426.41512151264
0.00099,58573.12632717515
0.000991,55875.947882710614
0.000992,53716.63175530016
0.000993,52106.623150212385
0.000994,51270.71151219758
0.000995,51253.99219983338
0.000996,52132.786779681366
0.000997,53797.571117437416
0.000998,56056.665383973144
0.000999,58686.02324074454
0.001,61392.600145557655
0.001001,64044.863595726536
0.001002,66308.61704944733
0.001003,67909.77041670184
0.001004,68688.44377668675
0.001005,68652.03765600872
0.001006,67803.1833844755
0.001007,66168.65284265018
0.001008,63913.88543955239
0.001009,61279.931624712204
0.00101,58505.57385230439
0.001011,55928.63314761227
0.001012,53796.60483110107
0.001013,52208.364082724176
0.001014,51391.47771098583
0.001015,51411.839264807524
0.001016,52292.9090807824
0.001017,53912.44667847379
0.001018,56139.907723593366
0.001019,58752.38358608205
0.00102,61527.97435885502
0.001021,64055.27062460472
0.001022,66151.85810975001
0.001023,67794.34157381377
0.001024,68546.93734031203
0.001025,68511.18634416697
0.001026,67648.17630538945
0.001027,66009.40289847784
0.001028,63848.135682361375
0.001029,61232.5565252411
0.00103,58568.22950367771
0.001031,56037.287079594455
0.001032,53807.93933509861
0.001033,52304.945261052846
0.001034,51555.81002835542
0.001035,51561.15904388127
0.001036,52463.14087847584
0.001037,54013.42882743674
0.001038,56196.11185109375
0.001039,58746.74733970626
0.00104,61420.62159294455
0.001041,63998.20788359645
0.001042,66162.8139039912
0.001043,67686.84351550092
0.001044,68425.91661484362
0.001045,68413.76175246276
0.001046,67497.64645968658
0.001047,65880.42157878664
0.001048,63727.89103686991
0.001049,61236.83866539894
0.00105,58621.952780702784
0.001051,56053.80114084673
0.001052,53951.57167764962
0.001053,52459.60496571709
0.001054,51644.731681837744
0.001055,51664.975478167085
0.001056,52563.60439560712
0.001057,54155.23633124091
0.001058,56274.22308634974
0.001059,58835.59761074048
0.00106,61494.135472494636
0.001061,63924.513690377884
